TransactionID,CustomerID,Date,ProductID,ProductName,Category,Quantity,PricePerUnit,PaymentMethod,Status,TotalAmount,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,CustomerSentimentScore,Churn,AcquisitionSource
T03424,C0225,2023-08-05,P323,Save,Clothing,3,93.17,Credit Card,Pending,279.51,51.0,Female,Bakerberg,Bronze,79,5014.3,Accessories,2023-05-29,1.32,26.52,Medium,8.14,0.97,1,Online Ads
T03425,C0300,2023-11-02,P521,Many,Home Goods,1,297.88,Debit Card,Completed,297.88,19.0,Female,Thomasland,Bronze,5,2248.61,Fitness,2024-10-30,9.43,15.2,Medium,12.9,0.43,1,Social Media - TikTok
T03426,C0385,2024-01-07,P458,Analysis,Electronics,1,150.59,Apple Pay,Pending,150.59,55.0,Female,Browningport,Bronze,5,5517.74,Accessories,2023-08-15,3.36,29.96,Low,18.22,0.83,1,Outlet
T03427,C0283,2023-08-14,P274,Though,Accessories,3,499.97,Credit Card,Canceled,1499.91,37.0,Male,Brittanyfort,Platinum,41,7525.01,Accessories,2024-03-04,5.0,13.41,Low,6.47,0.57,1,Social Media - Instagram
T03428,C0420,2023-12-30,P334,Too,Accessories,5,201.32,PayPal,Canceled,1006.5999999999999,,Male,South Jessicabury,Platinum,26,2741.55,Fitness,2023-02-19,1.54,9.7,Low,2.38,0.75,0,Social Media - Instagram
T03429,C0257,2023-10-07,P276,Develop,Fitness,5,359.78,,Canceled,1798.8999999999999,19.0,,Williamsland,Silver,32,8648.16,Fitness,2024-01-08,9.71,12.56,Low,10.41,0.72,0,Social Media - TikTok
T03430,C0334,2024-07-30,P788,Next,Clothing,3,423.42,Debit Card,,1270.26,65.0,Male,Davisburgh,,33,784.5,Fitness,2024-11-07,1.56,26.28,Low,6.89,0.67,1,Social Media - X
T03431,C0365,2023-10-17,P928,Event,Home Goods,4,396.88,PayPal,Pending,1587.52,56.0,Male,East Daniel,Bronze,8,4834.19,Fitness,2023-07-13,4.81,25.66,Medium,5.09,0.77,0,Social Media - TikTok
T03432,C0396,2024-11-23,P973,Increase,Home Goods,1,139.57,PayPal,Completed,139.57,40.0,Female,West Madeline,Gold,79,5648.56,Accessories,2024-04-24,3.87,19.66,Low,17.5,0.46,1,Online Ads
T03433,C0473,2023-12-15,P372,Eight,Electronics,1,295.69,Apple Pay,,295.69,27.0,Female,East Dylan,Platinum,30,6503.12,Electronics,2023-10-07,1.65,20.36,Medium,4.45,0.99,1,Social Media - X
T03434,C0466,2023-09-27,P736,Machine,Accessories,1,418.26,Credit Card,Pending,418.26,65.0,Female,Garrettbury,Bronze,65,3555.49,Clothing,2023-12-01,4.7,8.03,Medium,17.62,0.97,0,Outlet
T03435,C0210,2024-01-28,P201,Whole,Electronics,4,330.51,Debit Card,Canceled,1322.04,41.0,Male,Simonberg,Gold,41,194.93,Accessories,2023-07-21,2.83,19.56,High,7.64,0.63,1,Online Ads
T03436,C0189,2023-10-03,P241,Full,Fitness,2,88.25,Debit Card,Completed,176.5,63.0,Female,Lake Patrickside,Silver,35,525.15,Accessories,2024-02-09,4.19,22.14,Medium,8.66,1.0,0,Social Media - TikTok
T03437,C0161,2024-06-07,P436,Scene,Home Goods,3,175.07,Debit Card,Canceled,525.21,,Male,Williamstown,Bronze,42,558.26,Accessories,2023-06-30,8.36,21.32,High,19.22,0.67,0,Online Ads
T03438,C0282,2023-04-25,P363,Because,Clothing,1,404.31,PayPal,Canceled,404.31,47.0,Female,West Keithton,Gold,46,7431.38,Home Goods,2024-05-07,2.34,14.97,Medium,8.59,0.76,1,Online Ads
T03439,C0448,2024-10-07,P881,Without,Fitness,2,46.8,Apple Pay,Completed,93.6,52.0,,Heatherborough,Silver,55,6207.73,Home Goods,2024-03-19,3.98,27.34,Low,9.53,0.77,1,Social Media - Instagram
T03440,C0068,2024-05-15,P515,Top,Accessories,3,396.33,Credit Card,Completed,1188.99,23.0,Male,Johnborough,Bronze,15,5537.64,Home Goods,2023-01-28,9.02,19.93,Low,15.71,0.35,0,Online Ads
T03441,C0027,2024-12-13,P918,Another,Clothing,4,290.54,Debit Card,Completed,1162.16,37.0,Female,Port Chadtown,Platinum,86,5724.27,Home Goods,2023-07-19,3.81,14.29,Medium,4.28,0.9,0,Online Ads
T03442,C0089,2023-02-09,P496,Notice,Accessories,2,39.13,Credit Card,Canceled,78.26,33.0,Male,Nguyenhaven,Gold,88,3900.77,Fitness,2024-08-19,3.61,25.03,Low,12.59,0.87,0,Online Ads
T03443,C0005,2023-04-11,P945,Ever,Home Goods,4,229.9,Apple Pay,Canceled,919.6,38.0,Female,North Susan,Platinum,58,621.69,Home Goods,2024-04-18,4.41,20.98,High,9.92,0.81,0,Outlet
T03444,C0293,2023-07-24,P453,Window,Home Goods,3,322.29,Credit Card,Canceled,966.8700000000001,25.0,Male,South Denise,Bronze,39,7964.71,Accessories,2024-12-10,4.21,14.19,Low,19.52,0.8,1,Online Ads
T03445,C0357,2024-08-13,P659,Art,Home Goods,4,102.16,PayPal,Canceled,408.64,63.0,Female,Edwardchester,Platinum,61,4786.84,Home Goods,2024-09-18,4.06,13.35,Medium,2.75,0.93,0,Social Media - X
T03446,C0073,2024-11-08,P995,Beat,Fitness,2,329.21,Debit Card,Canceled,658.42,35.0,Female,Michellefurt,,39,9819.22,Accessories,2023-07-27,9.83,25.71,Medium,8.44,0.49,1,Online Ads
T03447,C0115,2024-06-01,P236,Business,Accessories,5,276.6,Credit Card,Completed,1383.0,53.0,Female,Lake Bradley,Silver,4,6688.25,Clothing,2024-03-23,5.44,28.99,Low,17.25,0.43,1,Outlet
T03448,C0389,2023-05-16,P445,Ok,Clothing,2,287.2,Credit Card,Pending,574.4,37.0,Male,Jasonmouth,Silver,37,1480.1,Home Goods,2024-09-12,8.54,20.04,High,7.42,0.33,0,Outlet
T03449,C0286,2024-04-02,P132,Down,Accessories,2,41.51,PayPal,Pending,83.02,55.0,Male,Port Cynthiashire,Silver,26,8974.1,Clothing,2024-07-04,8.17,6.02,Low,17.78,0.79,1,Online Ads
T03450,C0171,2023-02-10,P746,Game,Home Goods,5,191.97,PayPal,Completed,959.85,39.0,Male,West Brendan,Bronze,28,888.85,Home Goods,2023-09-28,5.3,25.32,Medium,6.64,0.3,1,Online Ads
T03451,C0452,2023-06-27,P306,Seven,Accessories,2,348.51,PayPal,Pending,697.02,53.0,Male,Thomasbury,Bronze,74,9257.59,Clothing,2023-02-20,9.97,18.24,Medium,16.44,0.74,1,Social Media - TikTok
T03452,C0155,2024-04-02,P378,In,Accessories,2,477.37,PayPal,Completed,954.74,28.0,Female,Jonesview,Platinum,98,7184.42,Clothing,2023-06-17,3.17,20.56,Low,12.35,0.52,0,Social Media - TikTok
T03453,C0452,2025-01-02,P816,Prevent,Clothing,4,99.13,Debit Card,Completed,396.52,53.0,Male,Thomasbury,Bronze,74,9257.59,Clothing,2023-02-20,9.97,18.24,Medium,16.44,0.74,1,Social Media - TikTok
T03454,C0150,2023-10-07,P312,Nearly,Electronics,4,48.0,Debit Card,Pending,192.0,59.0,Female,Johnhaven,Silver,36,1244.4,Home Goods,2024-05-20,7.41,16.07,Medium,2.3,0.84,0,Outlet
T03455,C0482,2023-08-10,P290,Human,Clothing,1,111.3,Debit Card,,111.3,39.0,Male,Charleston,Gold,13,7610.38,Clothing,2023-08-03,8.4,11.27,High,9.92,0.8,1,Outlet
T03456,C0153,2024-09-19,P138,Democratic,Electronics,2,127.46,Debit Card,Canceled,254.92,30.0,Female,West Mauriceside,Bronze,37,1072.26,Home Goods,2023-08-31,8.63,29.22,High,2.05,0.34,0,Social Media - TikTok
T03457,C0085,2023-04-16,P914,Note,Home Goods,3,401.16,Credit Card,Pending,1203.48,40.0,Male,Calebshire,Bronze,3,5128.46,Fitness,2024-12-17,4.08,11.39,Low,10.04,0.86,0,Social Media - X
T03458,C0387,2023-05-20,P354,True,Accessories,4,281.68,,Completed,1126.72,58.0,Male,Hodgesborough,Bronze,47,5201.76,Electronics,2024-09-22,4.74,22.8,High,18.14,0.98,1,Online Ads
T03459,C0496,2024-06-19,P659,Even,Electronics,1,195.02,Credit Card,Completed,195.02,44.0,Female,West Megan,Platinum,22,2871.78,Fitness,2024-12-17,8.1,9.27,Medium,5.11,0.51,1,Social Media - X
T03460,C0478,2024-09-27,P861,Pattern,Clothing,4,386.1,Debit Card,Pending,1544.4,40.0,Male,Suzannemouth,Silver,19,9688.92,Home Goods,2024-01-15,5.66,26.55,Medium,5.49,0.95,1,Social Media - TikTok
T03461,C0212,2024-09-20,P502,Choice,Accessories,1,331.89,Debit Card,,331.89,52.0,Female,South Kristinachester,Platinum,9,1254.76,Clothing,2024-08-12,2.46,27.41,High,6.4,0.4,1,Outlet
T03462,C0455,2023-08-30,P760,Story,Fitness,5,260.75,Debit Card,Canceled,1303.75,32.0,Female,,Platinum,72,3596.89,Fitness,2023-11-05,5.87,15.43,Low,10.5,0.68,1,Outlet
T03463,C0080,2024-04-16,P273,Cause,Clothing,5,242.78,Credit Card,Completed,1213.9,47.0,Female,Lake Devonchester,Platinum,93,8151.72,Fitness,2024-08-16,2.62,25.67,Medium,8.34,0.38,0,Outlet
T03464,C0105,2024-10-25,P427,Drop,Home Goods,1,205.53,,Pending,205.53,61.0,Male,Jasonburgh,Silver,46,6566.67,Accessories,2024-07-30,7.99,6.46,High,7.27,0.46,1,Outlet
T03465,C0051,2024-11-20,P353,Hundred,Clothing,4,339.54,PayPal,Pending,1358.16,43.0,Female,Port Angela,Platinum,78,257.51,Accessories,2024-09-29,8.85,19.84,Medium,1.51,0.85,0,Online Ads
T03466,C0087,2024-11-26,P267,Significant,Home Goods,2,157.82,Debit Card,Pending,315.64,54.0,Male,South Mercedes,Gold,39,2879.83,Fitness,2023-12-01,1.08,12.96,Low,9.61,0.55,1,Social Media - X
T03467,C0452,2024-02-03,P942,Someone,Accessories,5,101.97,PayPal,Completed,509.85,53.0,Male,Thomasbury,Bronze,74,9257.59,Clothing,2023-02-20,9.97,18.24,Medium,16.44,0.74,1,Social Media - TikTok
T03468,C0246,2024-05-26,P515,Notice,Fitness,5,259.16,Apple Pay,Pending,1295.8000000000002,52.0,Male,East Markside,Platinum,69,4169.57,Home Goods,2024-11-03,5.41,14.92,High,1.21,0.35,0,Online Ads
T03469,C0290,2024-06-25,P972,Blood,Home Goods,3,467.5,Debit Card,Pending,1402.5,59.0,Female,Lynnburgh,Platinum,75,4390.04,Home Goods,2023-04-18,4.11,16.11,Low,1.94,0.46,1,Online Ads
T03470,C0406,2024-10-14,P228,Discuss,Fitness,5,198.14,Credit Card,Canceled,990.6999999999999,63.0,Male,North Randy,Gold,15,4864.64,Accessories,2023-12-01,3.92,14.87,High,8.71,0.79,0,Online Ads
T03471,C0150,2024-01-28,P219,Image,Fitness,1,138.47,,Completed,138.47,59.0,Female,Johnhaven,Silver,36,1244.4,Home Goods,2024-05-20,7.41,16.07,Medium,2.3,0.84,0,Outlet
T03472,C0221,2024-06-13,P288,Around,Fitness,1,252.2,Credit Card,Pending,252.2,64.0,Male,Hopkinsland,Gold,40,1415.28,Accessories,2023-03-02,6.96,20.61,High,7.0,0.82,0,Online Ads
T03473,C0315,2023-05-28,P217,Improve,Home Goods,5,433.19,PayPal,Completed,2165.95,34.0,Female,Lisaville,Platinum,5,5709.36,Fitness,2024-12-24,7.18,25.26,Low,8.24,0.79,0,Online Ads
T03474,C0052,2023-09-26,P461,Financial,Accessories,1,105.47,Apple Pay,Pending,105.47,22.0,Male,Jeffreychester,Gold,40,1589.58,Fitness,2024-11-22,8.83,15.35,High,16.92,0.7,0,Social Media - X
T03475,C0128,2024-05-14,P152,Turn,Clothing,2,432.2,PayPal,Completed,864.4,65.0,Male,New Isabelview,Silver,19,8828.34,Fitness,2023-05-18,4.86,18.25,Medium,9.4,0.72,0,Social Media - TikTok
T03476,C0239,2023-09-28,P178,,Clothing,1,330.2,Debit Card,,330.2,29.0,Female,Melissachester,Silver,14,8533.3,Clothing,2024-05-12,5.15,20.85,Low,11.47,0.47,0,Online Ads
T03477,C0109,2024-05-27,P162,Make,Fitness,5,379.31,Apple Pay,,1896.55,65.0,Female,Angelland,Bronze,28,9838.7,Accessories,2024-10-25,2.55,12.68,Medium,2.82,0.62,0,Outlet
T03478,C0457,2024-09-27,P696,Into,Clothing,2,360.09,PayPal,Canceled,720.18,,Male,Turnerchester,Silver,84,9428.54,Clothing,2024-04-13,10.0,28.96,Low,6.71,0.79,0,Social Media - Facebook
T03479,C0300,2023-02-27,P757,,Fitness,5,118.6,PayPal,Pending,593.0,19.0,Female,Thomasland,Bronze,5,2248.61,Fitness,2024-10-30,9.43,15.2,Medium,12.9,0.43,1,Social Media - TikTok
T03480,C0298,2023-09-03,P208,Collection,Clothing,1,28.75,Credit Card,Completed,28.75,37.0,Male,Clarkview,Platinum,78,9619.48,Electronics,2023-10-24,9.28,11.84,High,5.18,0.38,1,Social Media - Instagram
T03481,C0034,2024-11-25,P373,Past,Clothing,3,216.68,PayPal,Completed,650.04,21.0,Male,Valdezburgh,Silver,9,4620.92,Accessories,2024-01-09,7.15,11.83,Medium,8.85,0.77,1,Online Ads
T03482,C0189,2024-07-26,P752,Crime,Accessories,3,318.24,Credit Card,,954.72,63.0,Female,Lake Patrickside,Silver,35,525.15,Accessories,2024-02-09,4.19,22.14,Medium,8.66,1.0,0,Social Media - TikTok
T03483,C0032,2023-04-05,P309,Each,Home Goods,4,370.58,Apple Pay,Completed,1482.32,61.0,Female,Hannahstad,Gold,43,1274.8,Accessories,2024-01-20,4.51,8.6,Low,17.14,0.64,0,Social Media - Instagram
T03484,C0209,2024-07-28,P310,Watch,Home Goods,4,364.82,Credit Card,Canceled,1459.28,27.0,Female,South Valeriemouth,Gold,45,9614.21,Clothing,2024-08-21,1.95,15.45,High,13.94,0.59,1,Social Media - Facebook
T03485,C0417,2024-12-19,P694,,Accessories,5,486.93,Apple Pay,Completed,2434.65,45.0,Male,South Alexis,Platinum,14,5355.09,Clothing,2023-07-20,5.83,19.87,Medium,15.16,0.6,1,Online Ads
T03486,C0159,2023-10-07,P196,Again,Fitness,5,59.85,PayPal,Pending,299.25,18.0,Male,North Wendyhaven,,44,5297.26,Accessories,2025-01-02,8.42,5.42,Low,7.16,0.6,1,Outlet
T03487,C0327,2024-07-19,P481,Foreign,Electronics,3,32.62,Apple Pay,Completed,97.85999999999999,26.0,Male,West Anthonychester,Silver,89,2878.1,Electronics,2023-11-28,9.9,12.1,High,12.86,0.76,0,Outlet
T03488,C0267,2024-01-17,P853,His,Fitness,2,33.69,Credit Card,Pending,67.38,35.0,Female,West Shannon,Silver,27,782.63,Fitness,2023-10-30,8.45,18.16,High,8.9,0.96,1,Social Media - TikTok
T03489,C0174,2024-06-26,P808,His,Home Goods,3,87.9,Debit Card,Canceled,263.70000000000005,41.0,Female,West Luis,Silver,65,3370.38,Fitness,2024-09-14,9.86,18.37,High,2.98,0.75,0,Outlet
T03490,C0148,2023-05-27,P398,Walk,Accessories,3,196.49,PayPal,,589.47,41.0,Female,Bryanview,Gold,34,9785.35,Electronics,2023-12-08,2.49,11.46,Low,15.52,0.38,0,Social Media - X
T03491,C0043,2023-01-28,P758,,Electronics,3,314.12,Apple Pay,Canceled,942.36,60.0,Male,Smithport,Silver,75,353.53,Clothing,2023-12-19,2.83,8.13,Medium,1.91,0.47,0,Online Ads
T03492,C0417,2023-04-16,P360,Son,Electronics,1,143.89,Credit Card,Canceled,143.89,45.0,Male,South Alexis,Platinum,14,5355.09,Clothing,2023-07-20,5.83,19.87,Medium,15.16,0.6,1,Online Ads
T03493,C0357,2024-05-11,P851,Thousand,Clothing,3,448.5,Credit Card,Completed,1345.5,63.0,Female,Edwardchester,Platinum,61,4786.84,Home Goods,2024-09-18,4.06,13.35,Medium,2.75,0.93,0,Social Media - X
T03494,C0418,2024-09-02,P110,Impact,Clothing,3,319.73,Credit Card,Completed,959.19,43.0,Male,Lindseyside,Gold,75,449.06,Accessories,2024-08-06,2.17,29.27,Medium,8.68,0.58,0,Social Media - TikTok
T03495,C0377,2023-09-10,P316,Since,Electronics,3,454.36,Apple Pay,Completed,1363.08,19.0,Male,Millerchester,Gold,26,2095.77,Electronics,2023-11-01,4.31,28.45,Medium,12.96,0.79,0,Outlet
T03496,C0454,2023-07-10,P667,Their,Clothing,1,448.07,Debit Card,Canceled,448.07,55.0,Female,Lake Victor,Bronze,59,3725.95,Fitness,2023-11-19,9.2,16.33,Medium,18.79,0.38,1,Outlet
T03497,C0219,2024-09-19,P343,Something,Clothing,1,393.66,Credit Card,Canceled,393.66,36.0,Female,Kaitlyntown,Platinum,6,849.16,Clothing,2024-11-27,2.49,26.16,High,14.37,0.91,0,Outlet
T03498,C0376,2024-12-30,P545,Hot,Electronics,4,454.69,Credit Card,Completed,1818.76,40.0,Male,Kimberlystad,Gold,76,2944.84,Accessories,2024-01-25,4.85,23.02,Low,8.07,0.34,0,Online Ads
T03499,C0499,2024-03-26,P139,Right,Accessories,5,240.02,Credit Card,Pending,1200.1000000000001,50.0,Female,East Garrett,Bronze,34,8515.55,Fitness,2024-03-17,2.48,15.39,Medium,16.82,0.61,1,Outlet
T03500,C0277,2023-03-12,P915,Far,Home Goods,3,127.1,Debit Card,Completed,381.29999999999995,19.0,Male,New Karen,Gold,6,8814.8,Fitness,2024-11-06,1.91,22.25,Low,19.07,0.74,1,Social Media - Instagram
T03501,C0264,2023-08-20,P911,Financial,Home Goods,3,49.46,PayPal,Canceled,148.38,57.0,Female,Andrewfort,Platinum,36,4250.25,Electronics,2023-12-19,8.0,22.53,High,15.89,0.39,0,Social Media - X
T03502,C0465,2024-03-05,P275,Different,Accessories,1,466.92,Credit Card,Completed,466.92,31.0,Female,New Megan,Platinum,72,4220.48,Electronics,2023-12-26,5.3,18.57,Medium,8.73,0.4,0,Online Ads
T03503,C0156,2023-09-16,P979,Central,Clothing,5,301.91,Apple Pay,,1509.5500000000002,19.0,Male,East Elizabethport,Silver,36,2782.12,Accessories,2024-03-23,1.75,28.45,Low,13.75,0.79,0,Online Ads
T03504,C0446,2023-12-31,P169,Explain,Fitness,1,472.06,PayPal,Pending,472.06,,Female,Grossfort,Platinum,80,2612.9,Home Goods,2023-09-14,7.01,26.01,Medium,3.86,0.98,0,Outlet
T03505,C0073,2024-02-20,P280,Hotel,Electronics,1,277.58,Apple Pay,Completed,277.58,35.0,Female,Michellefurt,,39,9819.22,Accessories,2023-07-27,9.83,25.71,Medium,8.44,0.49,1,Online Ads
T03506,C0319,2024-10-05,P365,Service,Clothing,1,64.67,Debit Card,Pending,64.67,43.0,Female,Port Christopher,Platinum,17,607.12,Accessories,2023-06-07,8.29,28.74,Low,12.15,0.33,1,Outlet
T03507,C0443,2024-10-30,P316,Close,Clothing,3,139.78,Debit Card,Canceled,419.34000000000003,51.0,Male,Joview,Gold,58,6581.04,Fitness,2024-09-04,6.32,24.73,Low,3.01,0.47,0,Online Ads
T03508,C0051,2024-05-07,P109,Bank,Accessories,4,53.26,Credit Card,Canceled,213.04,43.0,Female,Port Angela,Platinum,78,257.51,Accessories,2024-09-29,8.85,19.84,Medium,1.51,0.85,0,Online Ads
T03509,C0281,2024-08-03,P517,Political,Home Goods,3,13.58,Apple Pay,Completed,40.74,22.0,Male,Theresaview,Bronze,5,705.81,Fitness,2024-08-24,8.16,16.55,Medium,13.38,0.4,1,Online Ads
T03510,C0301,2024-07-06,P800,Yourself,Clothing,4,396.68,PayPal,Completed,1586.72,26.0,Female,Port Stacyville,Bronze,47,9922.53,Clothing,2023-09-10,2.43,22.87,Medium,1.4,0.79,1,Online Ads
T03511,C0002,2023-06-29,P854,Wide,Clothing,2,249.95,Apple Pay,Completed,499.9,37.0,Female,Walkerport,Bronze,1,7247.4,Accessories,2024-09-14,8.37,25.48,High,6.3,0.71,1,Online Ads
T03512,C0249,2024-04-03,P190,Place,Fitness,5,209.76,PayPal,Completed,1048.8,,Female,Martinton,Bronze,52,7939.66,Clothing,2023-04-07,7.82,7.0,High,18.47,0.88,0,Outlet
T03513,C0244,2024-04-04,P240,Cost,Electronics,4,429.3,Debit Card,Pending,1717.2,26.0,Male,Port Adambury,Gold,25,3803.69,Fitness,2023-08-05,2.29,8.12,Low,11.06,0.58,1,Outlet
T03514,C0214,2024-09-02,P364,Sure,Clothing,1,119.07,Credit Card,Pending,119.07,24.0,Female,South Louis,Gold,38,490.06,Clothing,2023-08-18,6.69,5.09,Low,12.21,0.99,0,Outlet
T03515,C0316,2024-08-02,P347,True,Electronics,4,171.73,,Canceled,686.92,38.0,Male,Marshallchester,Platinum,2,7770.37,Electronics,2023-06-04,3.51,23.64,Medium,5.37,0.67,0,Online Ads
T03516,C0139,2024-09-03,P851,Home,Fitness,4,224.78,Apple Pay,Completed,899.12,37.0,Male,Williammouth,Bronze,59,9021.22,Clothing,2024-08-25,5.82,21.13,Low,9.1,0.9,0,Online Ads
T03517,C0492,2023-10-17,P676,Remain,Clothing,3,290.95,,Canceled,872.8499999999999,44.0,Male,Karaborough,Gold,31,1003.72,Home Goods,2025-01-01,4.53,8.51,High,6.13,0.5,1,Social Media - Instagram
T03518,C0246,2023-08-08,P120,Pick,Accessories,2,452.25,Apple Pay,Completed,904.5,52.0,Male,East Markside,Platinum,69,4169.57,Home Goods,2024-11-03,5.41,14.92,High,1.21,0.35,0,Online Ads
T03519,C0398,2023-05-10,P309,Magazine,Clothing,2,218.41,Debit Card,Pending,436.82,34.0,Male,South Alicia,Gold,19,6694.74,Home Goods,2024-12-16,5.73,11.96,Medium,10.98,1.0,1,Online Ads
T03520,C0267,2023-04-11,P225,Decision,Accessories,5,490.56,Apple Pay,Completed,2452.8,35.0,Female,West Shannon,Silver,27,782.63,Fitness,2023-10-30,8.45,18.16,High,8.9,0.96,1,Social Media - TikTok
T03521,C0055,2023-04-18,P503,Religious,Accessories,3,302.36,Apple Pay,Completed,907.08,29.0,Male,Karentown,Silver,21,2539.34,Clothing,2023-07-23,9.04,26.6,Medium,9.32,0.98,1,Outlet
T03522,C0178,2024-02-19,P281,Plan,Electronics,5,197.08,Apple Pay,,985.4000000000001,59.0,Male,West Carriemouth,Platinum,71,6940.69,Home Goods,2023-08-28,4.62,15.3,Medium,9.97,0.32,1,Outlet
T03523,C0091,2023-04-18,P578,Everyone,Clothing,5,89.77,,Pending,448.84999999999997,22.0,Male,North Devin,Bronze,46,8773.58,Accessories,2023-05-09,6.71,26.37,Medium,12.85,0.33,1,Outlet
T03524,C0097,2023-10-27,P484,,Clothing,4,147.69,PayPal,Completed,590.76,37.0,Male,Davidbury,Bronze,24,3297.88,Clothing,2023-07-11,4.19,28.51,Medium,19.48,0.57,0,Social Media - X
T03525,C0066,2023-04-23,P885,Like,Accessories,5,161.18,Debit Card,Canceled,805.9000000000001,46.0,Male,Vincentmouth,Silver,21,1897.46,Fitness,2024-06-30,4.43,28.91,High,12.57,0.71,1,Online Ads
T03526,C0264,2024-06-19,P901,Section,Fitness,2,462.44,Debit Card,Completed,924.88,57.0,Female,Andrewfort,Platinum,36,4250.25,Electronics,2023-12-19,8.0,22.53,High,15.89,0.39,0,Social Media - X
T03527,C0388,2024-01-04,P120,Edge,Home Goods,5,189.83,PayPal,Canceled,949.1500000000001,38.0,Female,Teresaside,Silver,3,5218.68,Accessories,2024-02-25,2.62,25.65,Low,11.54,0.62,0,Social Media - Instagram
T03528,C0344,2024-06-18,P478,Hold,Accessories,3,103.9,Apple Pay,Pending,311.70000000000005,35.0,Male,Wendychester,Gold,19,2431.13,Clothing,2024-05-14,4.23,28.46,Medium,6.38,0.36,0,Outlet
T03529,C0136,2023-11-09,P790,About,Accessories,1,202.52,PayPal,Pending,202.52,24.0,Male,Scottview,Gold,79,8041.5,Accessories,2024-05-10,3.01,16.79,High,3.27,0.49,1,Social Media - Instagram
T03530,C0138,2024-01-06,P193,Just,Clothing,1,470.54,Debit Card,Pending,470.54,52.0,Male,North Allison,Platinum,84,2340.04,Accessories,2024-02-09,1.99,11.02,Medium,11.03,0.94,0,Social Media - X
T03531,C0275,2023-10-14,P912,Fact,Accessories,5,95.72,PayPal,Completed,478.6,43.0,Female,North Dianamouth,,40,9008.85,Home Goods,2024-02-24,1.1,11.55,High,1.03,0.34,1,Outlet
T03532,C0327,2023-06-05,P948,,Fitness,2,441.13,Credit Card,Pending,882.26,26.0,Male,West Anthonychester,Silver,89,2878.1,Electronics,2023-11-28,9.9,12.1,High,12.86,0.76,0,Outlet
T03533,C0461,2023-07-09,P632,Such,Fitness,3,315.4,PayPal,Canceled,946.1999999999999,49.0,Male,Villegasview,Bronze,94,367.61,Clothing,2024-12-15,1.0,5.76,High,17.73,0.55,1,Social Media - Instagram
T03534,C0153,2024-08-09,P330,,Home Goods,5,177.92,Credit Card,Pending,889.5999999999999,30.0,Female,West Mauriceside,Bronze,37,1072.26,Home Goods,2023-08-31,8.63,29.22,High,2.05,0.34,0,Social Media - TikTok
T03535,C0158,2023-06-23,P470,Rule,Clothing,2,217.26,Apple Pay,Completed,434.52,19.0,Male,Christopherborough,Gold,94,7574.51,Electronics,2023-12-30,1.44,7.85,High,17.19,0.42,1,Online Ads
T03536,C0074,2023-07-10,P716,Sort,Home Goods,2,123.42,Credit Card,Pending,246.84,25.0,Male,Lake Andre,Gold,48,3834.5,Home Goods,2024-10-19,3.7,29.04,Medium,17.71,0.72,0,Online Ads
T03537,C0217,2024-03-26,P405,Try,Fitness,2,5.06,Debit Card,Completed,10.12,53.0,Female,Port Joseph,Silver,10,480.49,Fitness,2023-05-25,9.9,16.92,Low,8.28,0.36,1,Social Media - Instagram
T03538,C0272,2023-04-20,P654,Bank,Fitness,5,229.72,Credit Card,Pending,1148.6,61.0,Female,South David,Silver,31,3725.13,Accessories,2024-02-20,8.28,24.69,Medium,15.05,0.36,1,Online Ads
T03539,C0296,2023-09-17,P353,Memory,Electronics,5,356.58,Credit Card,Completed,1782.8999999999999,64.0,Female,South Kayla,Silver,88,2373.94,Clothing,2024-10-29,4.24,14.08,Medium,5.94,0.97,1,Online Ads
T03540,C0278,2023-12-15,P183,Laugh,Electronics,1,462.81,Credit Card,Completed,462.81,32.0,Male,Kevinfort,Platinum,63,5690.46,Electronics,2024-07-12,1.91,22.95,Medium,19.02,0.98,0,Social Media - Facebook
T03541,C0329,2023-12-18,P100,Politics,Electronics,4,216.93,Credit Card,Canceled,867.72,59.0,Female,Johnland,Gold,12,3999.15,Accessories,2024-07-17,2.82,10.46,Low,19.93,0.7,0,Social Media - X
T03542,C0447,2023-11-26,P915,Identify,Home Goods,4,23.97,PayPal,Completed,95.88,36.0,Female,New Sara,Platinum,1,8453.79,Clothing,2023-11-09,1.66,11.74,Low,14.84,0.5,0,Social Media - Instagram
T03543,C0057,2023-11-12,P500,,Accessories,4,235.05,Debit Card,Canceled,940.2,39.0,Male,Lake Janice,Bronze,59,7276.97,Home Goods,2023-12-26,6.84,24.82,Low,6.88,0.46,1,Social Media - TikTok
T03544,C0309,2024-10-12,P634,Choose,Electronics,2,60.15,Debit Card,Completed,120.3,34.0,Male,Lake Heatherview,Platinum,23,3968.83,Electronics,2024-09-02,2.7,26.72,High,6.46,0.45,0,Social Media - TikTok
T03545,C0293,2024-04-05,P590,Child,Clothing,5,86.78,Debit Card,Canceled,433.9,25.0,Male,South Denise,Bronze,39,7964.71,Accessories,2024-12-10,4.21,14.19,Low,19.52,0.8,1,Online Ads
T03546,C0110,2024-12-13,P701,Note,Home Goods,1,118.08,PayPal,Canceled,118.08,47.0,Male,South Alexandraborough,Silver,60,3997.31,Accessories,2024-03-12,7.68,27.7,High,7.26,0.65,0,Online Ads
